Hotel_Name,Hotel_Address,Review_Count,Non_Review_Scoring_Count,Average_Hotel_Score,avg_hotel_feature,avg_room,avg_hotel,avg_breakfast,avg_staff,avg_bed,avg_location
Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,4000,563,8.6,7.233572226589088,6.8814097963299155,7.446313089586671,7.0490360906459975,7.608812607589549,6.282791052364006,7.779168907335145
H tel Vernet,25 Rue Vernet 8th arr 75008 Paris France,473,75,8.6,7.230643103854104,6.774221708831996,7.428755436706619,6.347221519947413,7.884672622467789,5.446924250127097,7.958641438306511
Jumeirah Carlton Tower,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,265,94,8.6,6.992739226154225,6.361448731544172,7.419027840995296,6.914787379278961,7.5904873825917605,6.887900355871886,7.990240753398648
H tel France d Antin Op ra,22 rue d Antin 2nd arr 75002 Paris France,173,8,8.5,8.167691001705201,7.559136312118814,8.077400720398748,7.773839019351484,8.791572912979724,,8.370015948963319
Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,217,18,8.5,8.07783355266488,8.501759375301264,7.529673330765728,8.30603415583759,8.945223618344542,5.537175902389425,7.774082934609251
Seven Hotel,20 rue Berthollet 5th arr 75005 Paris France,467,31,8.5,8.04236131155704,7.783440596774784,7.961246173480771,7.67836375587804,8.867983276693021,,8.270574162679427
Enterprise Hotel Design Boutique,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,1686,122,8.5,7.956692622912962,7.68234250221828,7.844788681280915,8.275111872377003,8.15229215474766,6.107854600915099,8.31768341307815
UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,579,31,8.5,7.9419010288920155,7.231103452338871,7.556989088054177,7.807523717031104,8.531112615118026,5.403247330960854,8.726190476190476
Renaissance Paris Republique Hotel Spa,40 Rue Rene Boulanger 10th arr 75010 Paris France,54,7,8.5,7.909538391456193,8.360191637630663,7.98715420017195,6.777999696617283,8.297074884967387,,
Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,627,59,8.5,7.903901793932199,7.273608497086129,7.606226504155497,8.226567574610756,8.612072480497979,6.1781538238071025,8.266398588347077
Hotel Le Saint Gregoire,43 Rue De l Abb Gr goire 6th arr 75006 Paris France,106,6,8.5,7.835510552477306,7.062490531737616,7.831085950538612,7.828127370177479,9.29743199170754,6.220831215048297,8.442932615629985
H tel Horset Op ra Best Western Premier Collection,18 Rue d Antin 2nd arr 75002 Paris France,941,110,8.5,7.834053472910144,7.511670619666212,7.797994740302433,7.737582817067015,8.368755039745798,6.1624664100515645,8.157390854759276
H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,338,54,8.5,7.823341176108687,7.383933449018285,7.435408187273379,7.648025484148254,8.430105431660577,,8.170829346092505
Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,516,61,8.5,7.816676037146788,7.196524081878636,7.68470700138884,7.337955219933023,8.64756965538893,5.824860193187596,8.145310349347842
Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,1886,102,8.5,7.814940519985421,7.664881543791936,7.485522501038966,7.89447700774527,8.366183683363621,6.070697763091001,7.492260061919505
Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,931,98,8.5,7.8109998042305975,7.29983362030636,8.015536232067296,7.614653385245488,8.448569265759824,5.832002072660435,8.256722018951123
Grange Buckingham Hotel,39 40 Bedford Place Bloomsbury Camden London WC1B 5JT United Kingdom,128,18,8.5,7.809200536518702,7.803715556565503,6.9258355057171626,6.7636648632249585,8.033188805177732,7.725597356380275,8.2073727707699
WestCord Art Hotel Amsterdam 4 stars,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,1712,252,8.5,7.8083136783334215,7.84697610680334,7.604494567635593,7.740049255622207,8.386606392989146,5.759983477376716,7.9599131834732635
Holiday Inn London Whitechapel,5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,1131,275,8.5,7.794687749571726,7.857859419722133,7.70601630472151,7.7189208056931555,8.356135083004773,6.203213313795269,7.6106459330143545
Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,581,64,8.5,7.792396557041683,7.375351253969244,7.344430229045614,6.2452912474086055,8.244164279542991,5.322481661703827,8.143521060475331
Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,1354,156,8.5,7.788845065302676,7.3820766304859635,7.851842401945309,7.465851640153913,8.258782222374716,5.911192572177775,8.16887814663181
Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,1231,54,8.5,7.787584055123922,7.560517116323055,7.677162039144288,7.920172773648402,8.124262826433098,6.028755719369598,7.793440988835727
Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,1284,181,8.5,7.784605057407393,7.288539079631339,7.886312520997247,7.947735055604503,8.50181656978197,6.077863552971862,8.068957358431044
Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,596,79,8.5,7.782620547270418,7.266442666789617,7.485403777316992,7.320804469838702,8.591862648815988,5.664359661690622,8.280722378045429
H tel Mayfair Paris,3 Rue Rouget De Lisle 1st arr 75001 Paris France,182,26,8.5,7.7822314397996895,7.141534330547194,7.815404054771658,6.288280999814599,8.489955340759142,6.20958312150483,8.243262937909037
Cram,Aribau 54 Eixample 08011 Barcelona Spain,778,100,8.5,7.779679296426029,7.184829318790083,7.93265986712343,7.6116033054269385,8.457179765928565,5.311206333067035,8.095486443381182
Ayre Hotel Caspe,Caspe 103 Eixample 08013 Barcelona Spain,3442,312,8.5,7.755197409104625,7.483422511205337,7.510348196794092,7.467641607772821,8.49423378532832,6.007357651245552,7.950004662218771
Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom,722,183,8.5,7.749341832444263,7.492370122201379,7.73047000118006,7.236782626283056,8.344782510972959,6.035460091509914,8.219408661513924
Petit Palais Hotel De Charme,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,422,37,8.5,7.744797321733253,7.687332356060133,7.397021918471623,7.586755631745576,8.4903928806189,4.342590238942552,8.173429640534904
Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,904,64,8.5,7.736929137085442,7.290102452982098,7.621078707617169,7.639042511503261,8.475249826707024,6.4561832740213525,8.34511230728336
Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,591,58,8.5,7.731464120114074,7.248504916282526,7.345525358654056,7.832520099105022,8.52116937182923,6.526753940010168,8.28355927698033
Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands,7586,914,8.5,7.702846208041768,7.678869399317583,7.329458717189284,7.718382680299979,8.28501371672447,6.074623872013218,7.858629210560542
La Tremoille Paris,14 rue de la Tremoille 8th arr 75008 Paris France,283,52,8.5,7.69579597584508,7.106543928853048,8.414935656059917,6.376551676189513,8.461925468979118,5.866039654295882,7.880394167236273
Goodenough Club,23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,959,216,8.5,7.683061969828105,7.40291739539313,7.347392909523086,7.620667865174962,8.361814589819343,6.98038949484679,7.993595194173825
Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,5177,416,8.5,7.6824760439474025,7.056525984034423,7.406710719025808,8.05106021535614,8.34840685840583,5.7703107771740205,8.121093261657707
Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,1671,215,8.5,7.681185325733462,7.668479380771568,7.392448934543978,7.328616855719044,8.172227877599946,6.194452514101727,7.924880382775121
Hotel Montalembert,3 Rue de Montalembert 7th arr 75007 Paris France,126,22,8.5,7.678273759767029,6.814455722196974,8.326094927426288,7.36084123693468,8.718242494725278,5.716954753431621,8.655525846702318
Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,904,71,8.5,7.665363875117064,7.38482312767057,7.619388715770144,7.202677501197172,8.460787181839416,5.9214193280029574,8.295492160934069
Vincci Bit,Josep Pla 69 Sant Mart 08019 Barcelona Spain,2848,228,8.5,7.665235085843097,7.595652737718959,7.53891212506038,7.858423902932795,8.229406651772901,5.756867782700269,7.975305688463584
Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,1884,195,8.5,7.65677374053808,7.282525111357865,7.282819673101017,7.770400681888774,8.133569050346143,6.155530061809327,8.146776469144891
H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,1403,137,8.5,7.654010297632258,7.05144426210894,7.605740502808138,7.907729609053996,8.438602571449438,6.465791814946618,8.205876764822369
Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,2463,233,8.5,7.651314783456655,7.2642646087902,7.496149362491165,7.6557845976009995,8.177308526012755,6.0143766375972785,8.040198247328979
Petit Palace Boqueria Garden,Boquer a 10 Ciutat Vella 08002 Barcelona Spain,3602,392,8.5,7.6500705157773865,7.004969348407059,7.476375464112011,7.69463053887499,8.276413622467436,5.849463623186838,8.179715882877707
Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France,843,63,8.5,7.645534134126185,7.508518280058577,7.556469558521477,6.831625207267934,8.376695071926987,4.547991865785461,8.109572896144105
Hotel Square,3 Rue De Boulainvilliers 16th arr 75016 Paris France,148,15,8.5,7.640036442779775,7.454360871248465,7.562063799120011,5.890617889467563,8.310284674116398,5.538129130655821,8.235805422647529
Hampshire Hotel Amsterdam American,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,4032,601,8.5,7.633392298427194,7.070123930072609,7.432321687533219,7.344008530614183,8.313946429022891,6.01508099941164,8.182096491228071
Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,944,335,8.5,7.62919279856315,7.699676611924756,7.316724678828103,7.548792269694188,8.184653547652351,6.302046263345196,8.163790157211212
The Sumner Hotel,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,762,130,8.5,7.628129864796379,7.074980875815977,7.7582697664545215,7.639696933788845,8.400655350637873,5.473581959474181,8.16085960822803
Le Marcel,11 rue du 8 Mai 1945 10th arr 75010 Paris France,413,44,8.5,7.627236792412427,7.338762505119875,7.093840084964345,7.520167171656275,8.330372136160292,5.014711489578038,8.021833580817248
Hotel Opera Cadet,24 rue Cadet 9th arr 75009 Paris France,349,33,8.5,7.62519310362429,7.229323419010587,7.197973788210474,7.938025108997581,8.319987864691308,6.145907473309609,8.113636363636365
Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007 Paris France,316,38,8.5,7.624225677205318,7.241120264872149,7.496444014565316,6.8541108358193865,8.008159731000656,,8.015208475734791
Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,2383,164,8.5,7.623798939508701,7.20948735969107,7.650975064625003,7.366357384840978,8.49716662212238,6.182444055361744,8.10732996184362
Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,1933,218,8.5,7.622859027984345,7.0767031062416414,7.230159020207825,7.422935563261131,8.419637271022545,6.430625317742755,8.10733793453868
Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,947,237,8.5,7.619848173689156,7.314146986707962,7.406003122418618,7.458813338164985,8.234469694233562,5.782197932553805,8.248930554010116
H tel La Parizienne by Elegancia,33 Boulevard du Montparnasse 6th arr 75006 Paris France,672,52,8.5,7.617909144529457,6.775164486041164,7.511909016015992,7.9666856882814825,8.6585143095515,5.893206659888154,8.218610251117992
Thistle Holborn The Kingsley,Bloomsbury Way Camden London WC1A 2SD United Kingdom,1593,387,8.5,7.6166872768590155,7.271913816474075,7.435277996277163,7.622798848978982,8.259045970509904,5.7482903889791315,8.148719373595048
Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,2601,207,8.5,7.611828893219586,7.190581152927767,7.354047058615789,8.150834732802664,7.855402764111772,6.144028251870144,7.883497630278146
Mercure Secession Wien,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,753,73,8.5,7.597038689191322,7.450698327388412,7.474236885525716,7.4718790186252395,8.276995739335698,5.088459583121505,7.750373350732204
H tel De Sers Champs Elys es Paris,41 Avenue Pierre 1er de Serbie 8th arr 75008 Paris France,347,62,8.5,7.594685437835325,7.243296996246361,7.5763310311162115,7.584323732342896,8.24497588905773,6.139806812404676,7.865652135388978
Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,2756,451,8.5,7.590536329074813,7.21018846202101,7.323935541160023,6.616136156462312,8.290184504767012,5.961261008249012,8.059592273095923
Simm s Hotel,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,849,45,8.5,7.588810773830944,7.233936416560262,7.110710306215173,7.8836527279162665,8.72118496232998,5.766522623284189,8.05559600582484
Hotel Regina,Bergara 2 4 Eixample 08002 Barcelona Spain,2775,334,8.5,7.58538579422169,7.033411352640503,7.463875322965978,7.6728071185204385,8.38472072464063,6.148851266485242,7.944778662676828
Best Western Atlantic Hotel,Via Napo Torriani 24 Central Station 20124 Milan Italy,1738,170,8.5,7.57585095455587,7.190504166658873,7.074240382244727,7.964718215242814,8.251264094655408,5.874597525843077,7.82753937400319
Blakemore Hyde Park,30 Leinster Gardens Bayswater Westminster Borough London W2 3AN United Kingdom,6596,1198,8.5,7.569461724740915,7.328966395666219,7.537102825949997,7.317692008338025,8.157103885853868,6.041254284402316,7.899868487139497
H tel Powers,52 rue Francois 1er 8th arr 75008 Paris France,956,149,8.5,7.565940593090017,6.954741142215104,7.393327308428929,7.700038464594514,8.357567446333551,5.754273640061006,8.082173408728433
DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,3269,807,8.5,7.56357164506648,7.068870793850371,7.453331442490242,7.696309676627111,8.320734452485132,5.846790220455701,8.05526205032784
The Mandeville Hotel,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,2300,495,8.5,7.55217917915625,7.000583715226914,7.750394105102256,6.670858300386388,8.233458021593727,6.114435053380783,8.032769704845728
Chateau Frontenac,54 rue Pierre Charron 8th arr 75008 Paris France,858,189,8.5,7.551975225920034,7.207559133093886,7.317282817588323,7.899498154421804,7.9218915912423515,6.453119326022224,8.017398089554288
K K Hotel George,1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,1831,244,8.5,7.551798285529865,6.990882893873072,7.548594303579155,7.814924271619549,8.123729885846233,6.278655100830368,7.858021830143541
Hotel Oscar,33 rue Marbeuf 8th arr 75008 Paris France,408,72,8.5,7.5480994589780535,7.315832254525255,6.9116674252768915,6.843492440713961,8.054957869530986,8.156456532791053,8.099381977671452
Plaza Tour Eiffel,32 Rue Greuze 16th arr 75016 Paris France,266,37,8.5,7.547234500661533,7.1106292248922145,7.4026636143761095,7.115209586893867,8.150478210838731,5.645271987798678,7.730744949494951
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,1802,421,8.5,7.542123053303697,7.172861154970039,7.602417347609654,7.601068232583851,8.159991447745815,5.842797041007126,8.063829574358335
Hotel Plaza Elys es,177 Boulevard Haussmann 8th arr 75008 Paris France,563,52,8.5,7.53957418573164,7.237712744572501,7.549884740188232,7.460760853077026,8.25926991359059,5.483699796644636,8.283574913218876
Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,838,121,8.5,7.538476114600083,7.535917830485354,7.145231186466393,7.711991421743748,8.109956144944706,5.893873919674632,7.542378673957622
Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,2494,602,8.5,7.533842824841085,7.070418712623898,7.343061269923434,6.590274055721292,8.205906367359697,5.618235256736146,8.087032303919127
Hotel Daniel Vienna,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,1405,101,8.5,7.533071378547429,7.146754688612409,7.662337283919614,7.732050250922789,8.287240512614527,6.599135739705135,8.028922542204569
Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,477,39,8.5,7.525068664736317,7.122590442689762,7.781166236787539,6.719769176315923,8.205242358547808,6.283553634977122,7.747151970836182
pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,805,63,8.5,7.524067204951621,6.966622972389144,7.71789086017604,7.671976751303348,8.140437419783781,5.917069140823589,7.692583732057417
Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,2135,108,8.5,7.523453759532487,7.696696638476293,7.065448066533415,7.752306409535629,8.19638026495424,5.750007943568887,7.728662873399716
Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124 Milan Italy,3550,298,8.5,7.523062760900956,7.188650798427129,7.22018315134845,7.532154404547209,8.088772829159668,6.097411985256737,7.962987670224513
Garden Elys e,12 rue Saint Didier 16th arr 75016 Paris France,378,73,8.5,7.522463399048439,7.046110437812453,7.637811759625596,7.278289648328867,8.160879899590107,7.4063612099644125,7.46138072453862
Novotel Paris Gare De Lyon,2 Rue Hector Malot 12th arr 75012 Paris France,3583,353,8.5,7.52083777004632,7.332657853324635,7.1189631588718285,7.396786035096698,8.182577596258893,6.112912157745661,7.776681677455673
IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,3003,190,8.5,7.516640511164604,7.226560941572835,7.402313761189501,7.041761833467554,8.08944354553269,5.768399749716475,8.141342752696323
Austria Trend Hotel Astoria Wien,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,2279,228,8.5,7.515851269805491,7.006777542241786,7.204815539835782,7.8849217316771325,8.174163371294071,5.98263680269908,7.925480663710988
Novotel London Excel,7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom,1158,359,8.5,7.515520390510268,7.2624922931128975,7.464867001334714,7.323348079174398,7.939189701659996,6.144862452691633,8.049954054310975
Kingsway Hall Hotel,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,1363,377,8.5,7.498824070800759,7.241903832293546,7.314513477975017,6.740001386219054,8.16120249892259,5.750725078550176,8.032398832695947
Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France,1144,183,8.5,7.492990353629938,7.005027904965956,7.751308388343289,6.73715047782778,8.000090345588609,5.626493390950686,7.847699013641783
Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,4559,666,8.5,7.487154031545019,7.232834307008542,7.226742405743053,7.281887770867394,7.963736755904126,6.297228488815455,7.927900463738966
Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,3980,908,8.5,7.482421977145762,7.291206116592979,7.110630012668003,7.5145108295660865,7.915712481464365,6.246491807445807,7.895264991301073
Hotel Gran Derby Suites,Loreto 28 Les Corts 08029 Barcelona Spain,470,33,8.5,7.476671174333369,7.321333888804727,6.778272205319854,7.220393753993391,8.098471249890828,5.83990001694628,8.397957305852044
Novotel London Paddington,3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,1187,232,8.5,7.458784820938661,7.194654635087429,7.0965674258252855,7.7321774692584215,8.026143095214017,5.581017341693498,7.8379304868488635
Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,785,48,8.5,7.450085616128823,7.178700585381391,7.430053142642678,7.50088985610611,7.6953342266268905,6.197076766649721,7.616626794258374
Clayton Hotel Chiswick,626 Chiswick High St Chiswick London W4 5RY United Kingdom,1944,562,8.5,7.448648637465521,7.375437728597488,7.489425086600621,7.2171902705504545,7.821137615101451,5.93923780845489,7.946517622481301
Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,1152,129,8.5,7.445275213677004,7.489876600302453,7.381787664997724,7.2537132780502604,7.8040111381245145,5.356126080325368,8.060878359979773
H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,1114,312,8.5,7.444331205765168,7.327772259766216,7.275633668429782,7.63246248916156,7.633127821389043,5.855891439521333,8.180836707152498
Fleming s Conference Hotel Wien,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,2080,108,8.5,7.4350934776484054,7.183975864185302,7.51898738178324,7.949119902825596,7.694300712200293,6.189161607703579,7.718457258611524
AC Hotel Paris Porte Maillot by Marriott,6 rue Gustave Charpentier 17th arr 75017 Paris France,403,59,8.5,7.434835048082885,7.223029909120971,7.276222175260636,6.997010083483472,8.096083834757547,5.927427554651754,7.709747854484698
Sofitel Paris Le Faubourg,15 Rue Boissy d Anglas 8th arr 75008 Paris France,564,91,8.5,7.4333857436937745,7.175117697784717,7.478807542530801,6.862024733675216,8.06549167283002,5.69579308591764,8.126628123338651
Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,570,88,8.5,7.420274552273538,7.063645946665565,7.5816110682331415,6.8116440273333385,8.250717271773826,5.789458761878691,8.153171918825278
Hotel Wandl,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,1799,173,8.5,7.415795886248363,6.72607535660684,6.989149086758363,7.898987910113014,8.388803570665635,5.784988016558937,7.96855863705279
London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,573,104,8.5,7.399623419602889,7.137329181697534,7.129725564987165,6.748668411719241,8.298554233476851,5.26209011184545,7.870622458835951
Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,2901,325,8.5,7.399261003883378,7.218874499344863,7.438004686525396,7.183822042241582,8.047687281369084,5.493289273004575,7.9241376746952135
JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,3748,275,8.5,7.391427128620203,7.184516876886082,7.440274141763795,7.597087887083842,8.020987993399128,5.923233350279613,8.025534954811272
Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,1264,80,8.5,7.385871722105399,7.760842551823635,6.795763037931503,7.532231330555202,7.566054404335616,5.461778435088044,8.106562226681072
Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,369,82,8.5,7.371816745012302,6.936947293674553,7.188746570449602,6.7001441067907175,8.094709399636455,6.24443950177936,8.036116983791404
Grange St Paul s Hotel,10 Godliman Street City of London London EC4V 5AJ United Kingdom,2635,788,8.5,7.341733763042748,7.149406449520859,7.469240924065985,6.596391552459133,7.724505659409926,5.680101770505475,8.043220585581107
W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,2708,332,8.5,7.242297132892756,6.946382504028316,7.10335663675258,7.428681043636548,7.8308135713202205,5.906208856386792,7.8006683696915635
Mandarin Oriental Hyde Park London,66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,217,47,8.5,7.157302867159937,6.29049675487765,6.963188438780155,6.858177006960948,8.044209986807449,,7.246580174211754
InterContinental London Park Lane,1 Hamilton Place Park Lane Westminster Borough London W1J 7QY United Kingdom,510,162,8.5,7.156665697044551,6.6433016528596145,7.488303705389503,7.199999638830098,7.926637394883992,5.755179206914082,7.511380249867092
The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,736,116,8.5,7.111112744141811,7.291180421103918,6.8898040941772445,5.987695949370363,7.862003247979679,5.219051855617692,7.44800388755981
Hotel Louvre Montana,12 rue Saint Roch 1st arr 75001 Paris France,325,37,8.4,8.018747235759719,7.616691073743036,8.106378489607039,7.816497699347726,8.272709460484402,7.289972038637519,8.191626794258374
Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France,528,38,8.4,7.946906253122879,7.303140654837908,7.792907837286536,7.798479360660842,8.839859647839367,6.157371631926791,8.641113143822123
Cordial Theaterhotel Wien,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,422,39,8.4,7.937329569899276,7.384826223788185,7.599802400098257,8.142469455481248,8.736889139997933,6.696053634977122,8.742099356134444
Monhotel Lounge SPA,1 3 Rue d Argentine 16th arr 75116 Paris France,171,26,8.4,7.888083179379461,7.442132208132457,8.01417394242838,7.50821661526015,7.943069917075391,5.21021860701576,8.587295653907496
Dikker en Thijs Fenice Hotel,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,1971,278,8.4,7.877161072481674,7.624148596433491,7.324288129952378,7.692873756672614,8.577478644596502,6.506050729900501,8.171306613357803
H tel des Champs Elys es,2 Rue d Artois 8th arr 75008 Paris France,755,118,8.4,7.876072004980338,7.358661386081474,7.576565830688958,7.378316303709438,8.446405998309725,6.044579308591764,8.196580817925849
Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,1781,142,8.4,7.858859135854048,7.121328580103766,7.396384690670933,8.185789562091902,8.535784027113584,5.876459074733095,8.15218991534781
H tel F licien by Elegancia,21 rue F licien David 16th arr 75016 Paris France,448,34,8.4,7.808633418765271,7.078075291622482,8.06756337205055,7.5398936781477115,8.649982460686656,7.088612099644128,8.169795117163538
Hotel Astra Opera Astotel,29 rue Caumartin 9th arr 75009 Paris France,250,23,8.4,7.801933645305615,7.311271708143394,7.162147517177103,8.208809475653537,8.415204530515245,,8.13495148856991
Georgian House Hotel,35 39 St Georges Drive Westminster Borough London SW1V 4DG United Kingdom,918,120,8.4,7.788437278624343,7.194828025580143,7.586800895289743,8.12805828776165,8.468949750079238,5.95371474151079,8.343355997649628
Hotel Mercure Milano Centro,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,515,47,8.4,7.780693560956801,7.627625413898327,7.421363153611674,6.736889342484491,8.3542776963139,7.049186578546009,8.130244088482076
Portobello House,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,344,73,8.4,7.7773458872021255,7.443716584383575,7.906365084619522,7.741328722868682,8.088719908801316,7.3826046432808,8.28488835725678
NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,1119,96,8.4,7.767786135382478,7.40364900302462,7.750460785470646,8.140338639466414,8.357316703191808,5.722716488730724,8.151290416122952
Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,1442,99,8.4,7.75770901805295,7.518988346945811,7.428746461011728,8.042740330191844,8.383599474566953,5.590543975597356,8.117550155292538
Arbor Hyde Park,36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,2140,322,8.4,7.747810139576267,7.367692876442618,7.6305590553543166,7.9327497230025,8.186938677670417,5.9453080609467985,8.16271309293704
Renaissance Paris Arc de Triomphe Hotel,39 Avenue de Wagram 17th arr 75017 Paris France,214,36,8.4,7.7444196736280775,7.572774786189421,7.257976997252144,6.732757748900238,8.421553094784626,6.20958312150483,8.058993828444631
Hotel Regina,Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,285,23,8.4,7.732273474883294,7.6155203155847,7.3360559011446576,7.740190625474036,8.273657531475957,6.180033045246568,8.118341307814992
Residence Du Roy,8 Rue Francois 1Er 8th arr 75008 Paris France,970,98,8.4,7.726727496531039,7.572644961351455,7.207825696657057,6.746102725949897,8.191617433257223,6.007325414798725,8.019254012161085
Best Western Hotel City,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,1193,84,8.4,7.721224306241893,7.261060832764373,7.4215635408312925,7.855256338436727,8.352205213126359,5.516861548890018,8.006561282377406
Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124 Milan Italy,885,65,8.4,7.719006455962885,7.022231480078776,7.196937830584025,7.875291644695498,8.420404458868932,5.773809523809524,7.8204978112592896
